Prediction,Accuracy,Error,Reliability,Privacy,Volitionality,Causes Outcome,Causes Cycle,Causes Disparity,Caused by Group
Within Loan,0.7974017857142858,0.000616478015825412,0.5075716312613754,0.09660781470682303,0.10328340320957749,0.400211401625423,0.027828725006718073,-0.20006801053950374,-0.04837310064222711
Within Loan,0.78871875,0.000641689349340096,,0.03362951619735698,0.1695000740943173,0.4551147920274713,0.0452916430312992,-0.11889313889229519,-0.020498717748763395
Within Loan,0.7978348214285713,0.0006127403086610608,0.4964741341941938,,0.1415469626254672,0.4162239685410702,0.041325944969639254,-0.19593873278589494,-0.04136931456448393
Within Loan,0.7973348214285715,0.0006404651208687056,0.5215367186918456,0.13555998111639428,,0.4298078173776342,0.037222096877052885,-0.21011591521705286,-0.05299602938222877
Within Loan,0.7858080357142858,0.0006236604758134814,0.5535786750724929,0.1617939686884054,0.24023261381880748,,0.11553885752761954,-0.2099395237507058,-0.02117008113540118
Within Loan,0.7977455357142856,0.0006327022384580648,0.508567395173396,0.09968409358360414,0.10534767942557827,0.40513568455123417,,-0.1914054023207996,-0.041454828321042025
Within Loan,0.7973705357142856,0.0006469469310741564,0.475078581659654,0.08799315141047893,0.11669243606116482,0.40225793951088357,-0.0359143187558569,,-0.12618114687918935
Within Loan,0.7976205357142858,0.0006354416577107457,0.5051142106061168,0.09334568092608583,0.104832233924318,0.39673269044467463,0.014319385438555581,-0.22006949140353663,
Within Loan,0.7876339285714284,0.0006360847605253349,0.5882585650387583,,,,,,
Within Loan,0.76784375,0.0006388058489687671,,0.27001354097708774,,,,,
Within Loan,0.7801607142857143,0.0006460641640007956,,,0.41907628225857385,,,,
Within Loan,0.7951651785714285,0.0006368403428042136,,,,0.527382500682739,,,
Within Loan,0.76971875,0.0006147123834727521,,,,,0.2286167969793235,,
Within Loan,0.7725714285714287,0.0006341335345377499,,,,,,0.07697358488899755,
Within Loan,0.7726026785714285,0.0006126956370138518,,,,,,,0.12451105989540187
Within Ins,0.719872,0.0010350182988135422,0.23203068316291467,0.2073755104665166,-0.2159013083991799,0.632825580366936,-0.32692474741994165,0.0018731721697726352,0.31479955740656695
Within Ins,0.72188,0.0009877009431772117,,0.16457738779001416,-0.1692301774335977,0.6797299743698979,-0.3093001732453374,-0.046695238071962096,0.2981765391277815
Within Ins,0.71896,0.0009453910112562761,0.17665020601135667,,-0.1748228904087235,0.6239096348627745,-0.25155766348238584,-0.011057114242408426,0.3212847089596373
Within Ins,0.725992,0.0010243247420506731,0.17905988442368756,0.1672989074606979,,0.6107067658765437,-0.32904671130780166,0.0315729395653165,0.27539936717231017
Within Ins,0.617192,0.0011007410080335737,0.3447263677235784,0.1894433074528074,-0.16561937689074993,,-0.1392397064458813,0.05334617540294225,0.2586920105592195
Within Ins,0.71772,0.0009663909723872175,0.2145688987071562,0.15123944069634204,-0.2171954697965134,0.5729298264961704,,-0.12996414451762303,0.26364260768735787
Within Ins,0.7268399999999999,0.0009818525522879873,0.23182323894385398,0.20733340285588872,-0.2160146009057728,0.6329317283606883,-0.32628231965558824,,0.31573058533375453
Within Ins,0.708992,0.0009795874271995978,0.21916182038186996,0.21346818257593222,-0.18965801037629518,0.6159260354284753,-0.27459709887057066,0.2007296865682363,
Within Ins,0.621512,0.0011755883054300365,0.21563049192548517,,,,,,
Within Ins,0.593328,0.0010191973210223716,,0.1063102588568911,,,,,
Within Ins,0.604432,0.0010808985695789028,,,-0.06146781078894021,,,,
Within Ins,0.71876,0.0008890921689481273,,,,0.5973594115095989,,,
Within Ins,0.588952,0.0010885985222949472,,,,,0.06906136813168615,,
Within Ins,0.5863839999999999,0.000990014481041905,,,,,,0.12947979560616021,
Within Ins,0.595568,0.0010223554110907745,,,,,,,0.19976142762935153
