Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment,Employment Reliability,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health,History of Health Reliability,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1567,1020,50-59,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree
1568,749,30-39,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Unfair,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Neutral,Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Disagree,Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Very Unfair,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree
1569,1382,30-39,Bachelor,Male,,>100000,false,false,false,true,false,,ins,fairness first,Somewhat Unfair,Strongly Agree,Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Agree,Strongly Disagree,Very Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Very Unfair,Somewhat Agree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Fair,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Disagree,Disagree,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Unfair,Somewhat Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Unfair,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Very Unfair,Disagree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Strongly Agree,Neutral
1570,736,30-39,High School,Male,,25000-50000,false,false,true,false,false,,ins,properties first,Somewhat Unfair,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Very Unfair,Neutral,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Unfair,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Disagree,Unfair,Agree,Neutral,Strongly Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Fair,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree
1571,506,18-29,High School,Male,,<25000,false,false,false,true,false,,ins,fairness first,Fair,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Fair,Agree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Fair,Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Fair,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,,Disagree,Fair,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Disagree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree
1572,1182,18-29,High School,Male,,50000-75000,false,false,false,true,false,,ins,properties first,Somewhat Fair,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree
1573,419,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,properties first,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Very Unfair,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree
1574,545,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Very Unfair,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
1575,1088,30-39,Graduate,Male,,50000-75000,false,false,true,false,false,,ins,fairness first,Somewhat Fair,Agree,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Very Unfair,Somewhat Disagree,Agree,Disagree,Neutral,Somewhat Agree,Agree,Disagree,Very Unfair,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Neutral,Somewhat Unfair,Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Very Fair,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Very Unfair,Strongly Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Unfair,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral
1576,761,30-39,Graduate,Male,,>100000,false,true,false,false,false,,ins,properties first,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Agree,Strongly Agree,Unfair,Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Fair,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Strongly Disagree,Somewhat Disagree,Agree,Strongly Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Unfair,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree
1577,2111,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Fair,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Agree,Neutral,Unfair,Somewhat Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Fair,Agree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Very Unfair,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Unfair,Agree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Very Fair,Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree
1578,442,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,properties first,Neutral,Strongly Agree,Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Very Unfair,Somewhat Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Fair,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Unfair,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Unfair,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1579,3470,30-39,Bachelor,Female,,25000-50000,false,true,false,false,false,,ins,properties first,Fair,Strongly Agree,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Strongly Agree,Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Unfair,Agree,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Unfair,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Neutral,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Fair,Disagree,Somewhat Disagree,Agree,Agree,Neutral,Neutral,Somewhat Disagree
1580,805,18-29,High School,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral
1581,3041,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,ins,properties first,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree
1582,485,30-39,Bachelor,Female,,25000-50000,true,false,false,false,false,,ins,fairness first,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Unfair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Unfair,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree
