Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,MLBias,Question Order Version,Child Demographics,Child Demographics Reliability,Child Demographics Relevance,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child Demographics Other,Child CPS,Child CPS Reliability,Child CPS Relevance,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child CPS Other,Child Justice,Child Justice Reliability,Child Justice Relevance,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Justice Other,Child Welfare,Child Welfare Reliability,Child Welfare Relevance,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Child Welfare Other,Parent Demographics,Parent Demographics Reliability,Parent Demographics Relevance,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Demographics Other,Parent Welfare,Parent Welfare Reliability,Parent Welfare Relevance,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Parent Welfare Other,Perp Demographics,Perp Demographics Reliability,Perp Demographics Relevance,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Demographics Other,Perp Welfare,Perp Welfare Reliability,Perp Welfare Relevance,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,Perp Welfare Other,All CPS,All CPS Reliability,All CPS Relevance,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All CPS Other,All Health,All Health Reliability,All Health Relevance,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group,All Health Other
250,1577,18-29,High School,Male,,25000-50000,false,false,false,true,false,,cps,mentioned,version 1,Very Unfair,false,true,false,true,true,false,true,true,,Neutral,true,true,false,false,false,false,false,false,,Neutral,true,true,true,true,false,false,false,false,,Neutral,true,true,false,true,false,false,false,false,,Very Unfair,false,true,false,true,true,false,true,false,,Neutral,true,false,false,false,false,false,false,false,,Very Unfair,false,true,false,true,true,false,true,true,,Neutral,true,false,false,true,false,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Somewhat Fair,true,true,false,false,true,false,false,false,
251,348,50-59,Bachelor,Male,,25000-50000,false,false,false,true,false,,cps,mentioned,version 1,Somewhat Fair,false,true,false,false,false,false,false,false,,Unfair,false,true,false,false,true,false,false,false,,Very Unfair,true,false,false,false,false,false,false,false,,Neutral,false,false,false,true,false,false,false,false,,Neutral,false,false,true,true,false,false,false,false,,Very Fair,false,false,false,false,true,false,false,false,,Neutral,true,false,false,false,false,false,false,false,,Somewhat Unfair,false,false,true,false,false,false,false,false,,Fair,false,false,false,true,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,
252,888,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,not-mentioned,version 1,Very Fair,true,true,true,false,false,false,false,false,,Fair,true,true,true,false,false,false,false,false,,Fair,false,true,true,false,false,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Fair,true,false,true,false,false,false,false,false,,Somewhat Fair,true,false,true,false,false,true,false,false,,Very Fair,true,false,true,false,true,true,false,false,,Fair,false,true,true,false,false,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Somewhat Unfair,true,false,true,false,false,false,false,false,
253,788,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,cps,mentioned,version 2,Very Unfair,false,false,false,false,false,false,true,true,,Fair,false,true,false,false,false,false,false,false,,Very Unfair,true,false,false,false,false,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Very Unfair,true,true,false,false,false,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Unfair,false,true,true,false,true,false,true,false,,Very Fair,true,true,false,false,false,false,false,false,
254,1015,50-59,Bachelor,Female,,50000-75000,true,false,false,true,false,,cps,not-mentioned,version 2,Very Unfair,false,true,false,true,false,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,true,,Unfair,false,true,true,false,false,false,true,false,,Fair,true,true,false,false,false,false,false,false,,Unfair,false,true,true,false,false,false,true,false,,Fair,true,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,true,false,false,
255,661,40-49,High School,Female,,50000-75000,false,false,false,true,false,,cps,mentioned,version 1,Somewhat Unfair,false,true,false,false,false,false,true,false,,Very Fair,false,true,false,false,true,false,false,false,,Very Fair,false,true,false,true,true,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Unfair,false,true,false,true,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,false,false,false,false,
256,970,30-39,Graduate,Male,,50000-75000,false,true,false,false,false,,cps,not-mentioned,version 1,Somewhat Fair,false,true,false,false,true,false,false,false,,Somewhat Unfair,false,false,true,false,false,false,false,false,,Somewhat Unfair,false,false,false,false,false,false,true,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Fair,false,false,false,false,true,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,,Very Unfair,false,false,false,false,false,false,true,false,,Unfair,false,false,false,true,false,false,false,false,,Unfair,false,false,false,true,false,false,false,false,,Somewhat Fair,true,false,false,false,false,false,false,false,
257,382,50-59,High School,Female,,25000-50000,false,false,false,true,false,,cps,mentioned,version 2,Somewhat Fair,false,true,false,false,true,false,true,false,,Fair,false,true,false,false,true,true,true,false,,Somewhat Fair,false,true,true,false,false,false,false,true,,Fair,false,true,true,false,false,false,true,false,,Unfair,false,false,false,false,false,true,true,false,,Somewhat Unfair,false,true,false,false,false,true,true,false,,Unfair,false,false,false,false,false,true,true,false,,Unfair,true,true,false,false,false,true,true,false,,Somewhat Fair,false,true,true,true,false,false,true,false,,Neutral,false,false,false,true,false,false,false,false,
258,592,60-69,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,cps,not-mentioned,version 2,Somewhat Unfair,false,true,false,false,false,false,true,true,,Fair,true,true,false,false,false,false,false,false,,Very Unfair,false,true,true,true,false,true,false,false,,Somewhat Unfair,false,true,false,true,false,true,false,false,,Very Unfair,false,true,false,false,false,true,true,false,,Unfair,false,true,false,true,false,true,false,false,,Unfair,false,false,false,true,false,false,true,false,,Unfair,false,false,false,true,true,true,false,false,,Unfair,false,true,false,true,false,false,false,false,,Somewhat Fair,false,true,false,true,false,false,false,false,
259,452,50-59,Graduate,Male,,>100000,false,false,false,true,false,,cps,not-mentioned,version 2,Somewhat Unfair,false,true,false,true,true,false,true,false,,Somewhat Fair,true,true,false,true,true,false,false,false,,Unfair,false,true,true,false,true,true,true,false,,Somewhat Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,true,true,true,true,true,,Somewhat Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,true,true,true,true,true,,Somewhat Fair,true,true,false,true,true,false,false,false,,Fair,true,true,true,true,true,false,false,false,,Fair,true,true,false,true,true,false,false,false,
260,968,30-39,High School,Male,,75000-100000,false,false,false,true,true,,cps,mentioned,version 1,Neutral,false,false,false,false,false,false,true,false,,Very Fair,true,true,false,false,false,false,false,false,,Fair,true,true,true,false,false,false,false,false,,Very Fair,true,true,false,false,false,false,false,false,,Neutral,false,false,false,false,false,false,true,false,,Fair,true,true,true,false,false,false,false,false,,Neutral,false,false,false,false,false,false,true,false,,Very Fair,true,true,false,false,false,true,true,false,,Very Fair,true,true,false,false,false,false,false,false,,Fair,true,true,false,false,false,true,false,false,
261,891,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,mentioned,version 1,Fair,false,true,false,false,false,false,false,false,,Very Fair,true,true,false,false,false,false,false,false,,Very Unfair,false,true,true,false,false,false,true,false,,Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,false,false,false,false,false,true,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Unfair,false,false,false,false,false,true,true,true,,Very Fair,true,true,false,false,false,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,
262,280,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,cps,not-mentioned,version 2,Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,true,true,true,false,true,false,false,false,,Unfair,true,false,false,false,false,true,true,false,,Very Fair,true,true,true,true,true,false,false,false,,Unfair,true,true,false,true,false,false,false,false,,Somewhat Fair,false,true,false,true,true,false,false,false,,Unfair,false,true,false,true,true,false,true,false,,Somewhat Fair,false,true,true,false,true,false,false,false,,Fair,true,true,true,false,false,false,false,false,,Very Fair,true,true,false,false,false,false,false,false,
263,601,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,cps,mentioned,version 2,Very Unfair,false,true,false,true,true,true,true,false,,Very Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Unfair,true,true,false,false,true,false,false,false,,Very Unfair,false,true,false,true,true,true,true,false,,Unfair,false,true,false,true,true,false,false,false,,Very Unfair,false,true,false,true,true,true,true,false,,Neutral,true,true,false,false,false,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Neutral,false,false,false,true,false,false,false,false,
264,619,60-69,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,mentioned,version 2,Fair,true,true,false,false,false,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Fair,true,true,true,false,true,false,false,false,,Somewhat Fair,true,true,true,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Fair,true,true,true,false,true,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Fair,true,true,false,false,true,false,false,false,
265,1548,40-49,Graduate,Male,,<25000,true,false,false,false,false,,cps,mentioned,version 2,Unfair,false,false,false,true,true,true,true,true,,Somewhat Fair,true,true,true,false,true,false,true,false,,Somewhat Unfair,false,false,true,false,true,true,true,false,,Unfair,false,true,true,true,true,true,true,false,,Very Unfair,false,true,false,true,true,true,true,true,,Unfair,false,true,true,true,true,true,true,false,,Unfair,false,true,false,true,true,true,true,true,,Unfair,false,true,true,true,true,true,true,false,,Fair,true,true,false,false,true,false,true,true,,Neutral,false,false,false,false,true,false,false,false,
266,973,50-59,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,cps,mentioned,version 1,Very Unfair,false,true,false,false,false,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Neutral,true,false,false,false,false,false,false,false,,Neutral,true,false,false,false,true,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Fair,false,true,false,false,false,false,false,false,
267,842,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,cps,not-mentioned,version 1,Very Unfair,false,true,false,true,true,false,false,false,,Very Fair,false,true,false,false,false,false,false,false,,Very Unfair,false,false,true,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,true,true,,Very Unfair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,false,false,true,true,,Unfair,false,true,false,false,false,false,false,false,,Fair,false,true,false,true,false,false,false,false,,Somewhat Fair,false,true,false,true,false,false,false,false,
268,430,30-39,Bachelor,Male,,75000-100000,false,false,true,false,false,,cps,not-mentioned,version 1,Somewhat Unfair,false,true,false,true,false,false,true,false,,Very Fair,true,true,true,false,true,false,false,false,,Fair,true,true,true,true,true,false,false,false,,Very Fair,false,true,true,false,true,false,false,false,,Very Unfair,true,true,false,true,true,false,true,true,,Very Fair,true,true,true,false,true,false,false,false,,Very Unfair,true,false,false,false,false,false,true,true,,Fair,true,false,true,true,true,false,false,false,,Fair,true,true,false,false,true,true,false,false,,Very Fair,true,true,true,true,true,false,false,false,
269,1136,30-39,High School,Female,,25000-50000,false,false,false,false,true,,cps,not-mentioned,version 1,Very Unfair,false,true,false,true,false,false,false,false,,Very Fair,false,true,false,false,false,false,false,false,,Neutral,false,false,false,true,false,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Fair,false,true,false,true,true,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,
270,997,30-39,Graduate,Male,,<25000,false,true,false,false,false,,cps,mentioned,version 1,Very Unfair,false,true,false,true,false,true,true,false,,Fair,true,true,false,false,false,false,false,true,,Fair,true,true,true,false,false,true,true,true,,Somewhat Unfair,false,true,true,true,false,true,true,false,,Fair,true,true,false,false,false,false,true,true,,Neutral,true,true,false,false,false,false,true,true,,Fair,true,true,false,false,false,true,true,true,,Neutral,false,false,false,true,false,false,true,false,,,true,true,false,false,false,false,false,true,,Somewhat Fair,true,false,false,false,false,true,true,true,
271,440,40-49,Graduate,Female,,75000-100000,false,false,false,true,false,,cps,mentioned,version 2,Somewhat Unfair,false,true,false,true,false,true,true,true,,Very Fair,true,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,true,false,false,false,false,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,true,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,
272,791,40-49,High School,Female,,<25000,false,false,false,true,false,,cps,mentioned,version 2,Somewhat Unfair,false,false,false,true,true,true,true,true,,Very Fair,true,true,false,true,true,false,false,false,,Very Unfair,false,false,false,false,false,true,true,false,,Somewhat Fair,false,true,true,true,true,false,false,false,,Very Unfair,false,false,false,true,false,true,true,true,,Somewhat Fair,false,false,true,true,false,false,false,false,,Somewhat Unfair,false,false,false,true,false,true,true,false,,Somewhat Fair,false,false,true,true,true,false,false,false,,Somewhat Fair,false,true,false,true,true,false,false,false,,Somewhat Unfair,false,false,true,true,false,true,true,false,
273,856,40-49,Graduate,Male,,<25000,false,false,false,true,false,,cps,not-mentioned,version 1,Somewhat Unfair,false,false,false,false,false,true,true,false,,Very Fair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,true,true,false,false,false,,Unfair,false,false,false,true,false,true,false,true,,Somewhat Unfair,false,false,false,false,false,true,true,true,,Somewhat Unfair,false,false,false,false,false,true,true,true,,Somewhat Unfair,false,false,false,false,false,true,true,true,,Somewhat Unfair,false,false,false,false,false,true,true,true,,Somewhat Fair,false,true,true,false,true,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,
274,343,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,mentioned,version 2,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Very Fair,false,true,false,false,false,false,false,false,,Very Fair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,
275,268,30-39,Associate or Diploma,Female,,25000-50000,false,true,false,false,false,,cps,not-mentioned,version 1,Fair,false,true,false,false,false,false,false,false,,Very Fair,true,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Fair,true,false,false,false,false,false,false,true,,Very Fair,true,true,false,true,false,false,false,false,,Fair,true,false,false,false,false,false,false,false,,Very Fair,true,true,false,true,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Fair,true,true,false,false,false,true,false,false,
276,608,30-39,High School,Male,,25000-50000,false,false,false,true,false,,cps,not-mentioned,version 1,Somewhat Unfair,false,false,false,true,false,false,false,true,,Fair,true,true,true,true,true,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,false,false,false,true,false,false,false,true,,Fair,true,true,true,true,true,false,false,false,,Somewhat Unfair,false,false,false,true,false,false,false,true,,Fair,true,false,true,true,false,false,false,false,,Somewhat Fair,true,true,false,false,true,false,false,false,,Somewhat Unfair,true,false,false,false,false,true,false,false,
277,592,30-39,High School,Female,,50000-75000,false,false,false,true,false,,cps,not-mentioned,version 1,Somewhat Fair,false,false,true,false,false,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Neutral,true,true,true,false,false,false,false,false,,Very Fair,true,true,true,true,false,false,false,false,,Very Fair,true,true,true,false,false,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Fair,true,true,true,false,false,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Somewhat Fair,true,true,true,false,false,false,false,false,,Somewhat Fair,true,true,true,false,false,false,false,false,
278,1424,40-49,Bachelor,Male,,50000-75000,false,false,true,false,false,,cps,not-mentioned,version 2,Very Unfair,true,true,true,true,true,true,true,false,,Very Fair,true,true,true,true,true,true,false,false,,Very Fair,true,true,true,true,true,true,true,false,,Very Fair,true,true,true,true,true,true,true,false,,Very Unfair,true,true,true,true,true,true,true,true,,Very Fair,true,true,true,true,true,false,false,false,,Somewhat Unfair,true,true,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,true,true,false,,Very Fair,true,true,true,true,true,true,true,false,
279,722,50-59,Bachelor,Female,,<25000,false,false,false,true,false,,cps,mentioned,version 1,Unfair,false,true,false,false,true,false,true,false,,Fair,true,true,false,false,true,false,false,false,,Fair,true,true,false,true,true,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Unfair,false,true,false,true,false,false,true,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Unfair,false,true,false,false,true,false,true,false,,Somewhat Fair,true,true,false,false,false,false,true,false,,Fair,true,true,false,false,true,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,
