Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges,Current Charges Reliability,Current Charges Relevance,Current Charges Privacy,Current Charges Volitionality,Current Charges Causes Outcome,Current Charges Causes Cycle,Current Charges Causes Disparity,Current Charges Caused by Group,Criminal History,Criminal History Reliability,Criminal History Relevance,Criminal History Privacy,Criminal History Volitionality,Criminal History Causes Outcome,Criminal History Causes Cycle,Criminal History Causes Disparity,Criminal History Caused by Group,Substance Abuse,Substance Abuse Reliability,Substance Abuse Relevance,Substance Abuse Privacy,Substance Abuse Volitionality,Substance Abuse Causes Outcome,Substance Abuse Causes Cycle,Substance Abuse Causes Disparity,Substance Abuse Caused by Group,Employment and Living,Employment and Living Reliability,Employment and Living Relevance,Employment and Living Privacy,Employment and Living Volitionality,Employment and Living Causes Outcome,Employment and Living Causes Cycle,Employment and Living Causes Disparity,Employment and Living Caused by Group,Personality,Personality Reliability,Personality Relevance,Personality Privacy,Personality Volitionality,Personality Causes Outcome,Personality Causes Cycle,Personality Causes Disparity,Personality Caused by Group,Criminal Attitudes,Criminal Attitudes Reliability,Criminal Attitudes Relevance,Criminal Attitudes Privacy,Criminal Attitudes Volitionality,Criminal Attitudes Causes Outcome,Criminal Attitudes Causes Cycle,Criminal Attitudes Causes Disparity,Criminal Attitudes Caused by Group,Neighbourhood,Neighbourhood Reliability,Neighbourhood Relevance,Neighbourhood Privacy,Neighbourhood Volitionality,Neighbourhood Causes Outcome,Neighbourhood Causes Cycle,Neighbourhood Causes Disparity,Neighbourhood Caused by Group,Friends and Family,Friends and Family Reliability,Friends and Family Relevance,Friends and Family Privacy,Friends and Family Volitionality,Friends and Family Causes Outcome,Friends and Family Causes Cycle,Friends and Family Causes Disparity,Friends and Family Caused by Group,Social Life,Social Life Reliability,Social Life Relevance,Social Life Privacy,Social Life Volitionality,Social Life Causes Outcome,Social Life Causes Cycle,Social Life Causes Disparity,Social Life Caused by Group,Education,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group
581,591,30-39,High School,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Neutral,Very Unfair,Neutral,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Neutral,Unfair,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree
582,863,40-49,Bachelor,Male,,75000-100000,false,true,false,false,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Fair,Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Very Fair,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Very Fair,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Fair,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Fair,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree
583,382,30-39,High School,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Somewhat Agree,Unfair,Strongly Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Unfair,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Very Unfair,Agree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Strongly Agree,Agree,Agree,Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Agree,Somewhat Agree
584,1329,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Disagree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Very Fair,Somewhat Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Somewhat Unfair,Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Fair,Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Neutral,Somewhat Fair,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree
585,1545,40-49,High School,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Fair,Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Neutral,Neutral,Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Fair,Somewhat Agree,Agree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree
586,1967,30-39,Associate or Diploma,Nonbinary,,<25000,false,false,false,true,false,,rec,properties first,Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Unfair,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Fair,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Unfair,Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Agree,Disagree,Somewhat Agree,Agree
587,909,40-49,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Agree,Very Unfair,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Unfair,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral
588,2331,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Very Fair,Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Fair,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral
589,446,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree
590,2442,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Very Fair,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Unfair,Agree,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Very Unfair,Strongly Agree,Strongly Disagree,Disagree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
591,1885,30-39,High School,Female,,50000-75000,false,false,true,false,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Somewhat Agree,Somewhat Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Unfair,Neutral,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree
593,746,18-29,High School,Female,,50000-75000,false,false,false,false,true,,rec,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Agree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Disagree,Fair,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Unfair,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Somewhat Unfair,Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Agree,Neutral,Neutral,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Unfair,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Unfair,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree
594,1369,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Very Unfair,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Unfair,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Very Unfair,Agree,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Unfair,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Somewhat Agree
595,468,40-49,Graduate,Male,,>100000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Fair,Agree,Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Unfair,Somewhat Agree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Unfair,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree
596,310,30-39,Bachelor,Male,,>100000,false,false,false,true,false,,rec,fairness first,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Very Fair,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Strongly Disagree,Very Unfair,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Agree,Somewhat Disagree,Unfair,Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Fair,Strongly Agree,Agree,Agree,Neutral,Disagree,,Disagree,Somewhat Disagree
597,1853,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Fair,Disagree,Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Very Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral
598,1980,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Fair,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Neutral,Unfair,Disagree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Fair,Strongly Agree,Disagree,Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Very Unfair,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Somewhat Fair,Disagree,Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Unfair,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral
599,1097,30-39,Graduate,Male,,>100000,false,false,false,true,false,,rec,fairness first,Very Fair,Somewhat Agree,Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Somewhat Agree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Agree,Disagree,Somewhat Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Unfair,Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree
600,1709,40-49,High School,Male,,<25000,false,false,false,false,false,White American,rec,fairness first,Somewhat Fair,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Unfair,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree
