Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics,Child Demographics Reliability,Child Demographics Relevance,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS,Child CPS Reliability,Child CPS Relevance,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice,Child Justice Reliability,Child Justice Relevance,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare,Child Welfare Reliability,Child Welfare Relevance,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics,Parent Demographics Reliability,Parent Demographics Relevance,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare,Parent Welfare Reliability,Parent Welfare Relevance,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics,Perp Demographics Reliability,Perp Demographics Relevance,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare,Perp Welfare Reliability,Perp Welfare Relevance,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS,All CPS Reliability,All CPS Relevance,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health,All Health Reliability,All Health Relevance,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
707,547,40-49,Graduate,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Fair,Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral
708,718,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,cps,fairness first,Somewhat Fair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Agree,Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Disagree,Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
709,583,40-49,High School,Female,,<25000,false,false,false,false,true,,cps,properties first,Very Fair,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Fair,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Agree,Disagree,Disagree,,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree
710,686,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,,Disagree,Somewhat Agree,,,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Very Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Unfair,Strongly Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Agree,Agree,Very Unfair,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Agree,Agree,Fair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
711,2262,18-29,Bachelor,Female,,25000-50000,false,false,true,false,false,,cps,properties first,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Disagree,Neutral,Agree,Disagree,Very Fair,Agree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Fair,Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Fair,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Unfair,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Disagree,Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Very Fair,Neutral,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree
713,1110,30-39,Bachelor,Female,,25000-50000,false,true,false,false,true,,cps,fairness first,Somewhat Unfair,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Neutral,Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Agree,Agree,Somewhat Fair,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree
714,700,18-29,Graduate,Male,,75000-100000,false,true,false,false,false,,cps,properties first,Somewhat Unfair,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Neutral,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Somewhat Agree
715,897,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Fair,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
716,1015,40-49,Bachelor,Female,,25000-50000,false,false,true,false,false,,cps,properties first,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree
717,540,40-49,Bachelor,Female,,50000-75000,false,false,true,true,false,,cps,fairness first,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Agree,Disagree,Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Very Fair,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Very Fair,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Very Fair,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Very Fair,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
718,1344,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,cps,properties first,Unfair,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Unfair,Agree,Agree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Unfair,Agree,Agree,Agree,Agree,,Disagree,Disagree,Disagree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Fair,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree
719,912,40-49,Graduate,Female,,75000-100000,false,false,false,true,false,,cps,fairness first,Very Unfair,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Unfair,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Very Unfair,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Somewhat Unfair,Strongly Agree,Strongly Agree,Agree,Neutral,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Disagree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree
720,561,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Neutral,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Neutral
721,1868,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,cps,properties first,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Agree,Agree,Very Fair,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Unfair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Very Fair,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree
722,1285,50-59,High School,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Somewhat Fair,Disagree,Neutral,Agree,Disagree,Somewhat Disagree,Neutral,Disagree,Disagree,Unfair,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Unfair,Somewhat Disagree,Neutral,Agree,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Unfair,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Fair,Agree,Agree,Neutral,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Fair,Agree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Disagree,Disagree,Fair,Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree
723,591,50-59,High School,Female,,25000-50000,false,false,false,true,false,,cps,fairness first,Somewhat Fair,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Unfair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral
724,367,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,properties first,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral
725,1817,30-39,Bachelor,Male,,50000-75000,false,true,true,false,false,,cps,properties first,Somewhat Fair,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Very Fair,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Fair,Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Agree,Agree,Somewhat Disagree,Very Fair,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Very Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Disagree,Very Fair,Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Fair,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Very Fair,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Somewhat Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree
726,1423,40-49,Bachelor,Female,,50000-75000,false,true,false,false,false,,cps,properties first,Very Unfair,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Somewhat Agree,Very Unfair,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Agree
