Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History,Work History Reliability,Work History Accuracy,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills,Skills Reliability,Skills Accuracy,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability,Disability Reliability,Disability Accuracy,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed,Time Unemployed Reliability,Time Unemployed Accuracy,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence,Residence Reliability,Residence Accuracy,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason,Reason Reliability,Reason Accuracy,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative,Initiative Reliability,Initiative Accuracy,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
1771,819,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Unfair,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Unfair,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Agree,Neutral,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Very Unfair,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,,
1772,1687,60-69,Bachelor,Male,,50000-75000,false,false,false,false,false,WHITE,unem,properties first,Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,,,,,,,,,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1773,2226,18-29,Graduate,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Fair,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Very Unfair,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Very Fair,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Fair,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Unfair,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Very Unfair,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree
1774,962,40-49,Graduate,Male,,50000-75000,false,true,false,false,false,,unem,properties first,Somewhat Fair,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Fair,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Fair,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral
1775,1708,70 up,Graduate,Male,,75000-100000,false,false,false,true,false,,unem,properties first,Very Unfair,Agree,Somewhat Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Unfair,Somewhat Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Disagree,Somewhat Fair,Agree,Agree,Disagree,Agree,,Disagree,Disagree,Strongly Disagree,Very Unfair,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Very Unfair,Agree,Disagree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Very Unfair,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Disagree,Very Unfair,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Disagree
1776,1145,40-49,Graduate,Male,,>100000,false,true,false,false,false,,unem,fairness first,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Unfair,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Somewhat Disagree,Disagree,Unfair,Agree,Neutral,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Fair,Agree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Neutral,Unfair,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Neutral,Fair,Agree,Agree,Somewhat Agree,Disagree,Disagree,Neutral,Disagree,Somewhat Agree,Fair,Agree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Neutral,Unfair,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Disagree,Neutral,Disagree,Neutral
1777,3205,40-49,High School,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Somewhat Unfair,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1778,1770,30-39,Bachelor,Male,,>100000,false,false,false,true,false,,unem,properties first,Unfair,Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Agree,Neutral,,Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Unfair,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Neutral,Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree
1779,919,60-69,High School,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Unfair,Agree,Agree,Somewhat Disagree,Strongly Disagree,,Neutral,Neutral,Neutral,Fair,Strongly Agree,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Disagree,,Neutral,Disagree,Somewhat Disagree,Neutral,Very Fair,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Somewhat Unfair,Neutral,Neutral,Neutral,Neutral,,Somewhat Disagree,Neutral,Neutral,Unfair,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Agree,Agree,Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Neutral,Neutral
1780,3285,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Somewhat Unfair,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Fair,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Fair,Neutral,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Agree,Agree,Very Fair,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Disagree,Neutral,Neutral,Fair,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree
1781,3411,60-69,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Very Unfair,Agree,Strongly Agree,Agree,Agree,Agree,,Neutral,Somewhat Agree,Fair,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Very Unfair,Strongly Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree
1782,1038,30-39,High School,Male,,50000-75000,false,false,false,true,false,,unem,fairness first,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Somewhat Fair,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Unfair,Disagree,Strongly Disagree,Agree,Neutral,,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree
1783,1412,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree
1784,2075,18-29,Associate or Diploma,Male,,<25000,true,false,false,false,false,,unem,fairness first,Unfair,Somewhat Disagree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Disagree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Very Unfair,Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Fair,Disagree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Unfair,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Disagree,Somewhat Agree,Somewhat Fair,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Disagree,Strongly Agree,Agree,Somewhat Agree,Agree,Disagree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Somewhat Fair,Disagree,Disagree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Agree,Strongly Agree
1785,3528,30-39,High School,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Somewhat Fair,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral
1786,1062,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,unem,properties first,Somewhat Unfair,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Unfair,,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Neutral,,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Neutral,Agree,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Very Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Very Fair,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Unfair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Very Fair,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Fair,Agree,Somewhat Disagree,Neutral,Neutral,,,,Agree
1787,2202,50-59,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Very Unfair,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Very Fair,Agree,Agree,Disagree,Neutral,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,,,,,,,,,Somewhat Unfair,Neutral,Somewhat Agree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1788,453,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,unem,properties first,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree
1789,1167,18-29,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,unem,properties first,Very Unfair,Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,Very Unfair,Disagree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Very Unfair,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Very Unfair,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Very Unfair,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral
1790,631,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,unem,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree
