Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History,Work History Reliability,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills,Skills Reliability,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability,Disability Reliability,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed,Time Unemployed Reliability,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason,Reason Reliability,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative,Initiative Reliability,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
1171,679,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Very Fair,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Very Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Agree,Very Fair,Disagree,Disagree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree
1172,2441,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,unem,fairness first,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Very Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Very Fair,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Unfair,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Fair,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Unfair,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree
1173,2904,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,fairness first,Fair,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral
1174,905,30-39,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,unem,fairness first,Unfair,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Disagree,Somewhat Fair,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Unfair,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Fair,Neutral,Strongly Disagree,Somewhat Disagree,Agree,Agree,Neutral,Agree,Unfair,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Fair,Disagree,Somewhat Disagree,Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree
1175,1410,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Very Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
1176,1545,30-39,High School,Male,,25000-50000,false,false,false,false,true,,unem,properties first,Fair,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Unfair,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Fair,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree
1177,1565,50-59,Bachelor,Female,,75000-100000,false,false,false,true,false,,unem,properties first,Unfair,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Very Unfair,Strongly Agree,Disagree,Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Somewhat Disagree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Unfair,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Fair,Somewhat Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree
1178,1112,40-49,Bachelor,Male,,50000-75000,false,false,false,false,true,,unem,fairness first,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
1179,756,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,properties first,Somewhat Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Very Unfair,Strongly Agree,Strongly Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Neutral,Neutral,Fair,Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Unfair,Agree,Neutral,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Unfair,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Disagree
1180,2068,30-39,High School,Male,,50000-75000,false,false,true,false,false,,unem,properties first,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Neutral,Neutral,Somewhat Fair,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Somewhat Disagree,Agree,Neutral,Agree,Agree,Fair,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Neutral,Fair,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Neutral,Disagree,Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree
