Domain,Feature and Property,Age,,,Education,,,Gender,,,Income,,,Aboriginal,,,Asian,,,Black,,,Caucasian,,,Hispanic,,
Bail,Criminal Attitudes Causes Disparity,-0.44808177877705224,0.7272971031471825,,-0.6084773403735739,0.6482502618954611,,-1.1055297709029497,1.148547196630827,,-0.5857438980844984,0.6553734695183996,,0.0,1.4833041768132225,,-0.8053382507745924,2.713796265199248,,-1.5465066440206212,1.8023323030385772,,-1.4315113093609053,1.3913215646568482,,-2.1124368740404216,1.7583612453995292,
Bail,Criminal Attitudes Caused by Group,-0.4997213637552886,0.6815878297927396,,-0.41640049095694015,0.8385687688248545,,-1.6122922615405708,0.6914589109160638,,-0.394057816810747,0.7854775475343528,,0.0,1.7605360721313568,,-0.9611810501769552,2.3126732341184764,,-1.6154650590541477,1.7168170106347331,,-1.6451851142653093,1.0156048339043602,,-2.3982715232986624,1.470591921275251,
Bail,Neighbourhood Reliability,-0.19894297680913964,1.2930169146895405,,-0.8334072385343332,0.569536070427385,,-1.2566010429651129,1.3495588658974154,,-0.6745415786870649,0.7609645197388352,,0.0,0.9254834314186241,,-0.37898489818776354,2.7139739323071708,,-0.952007875844625,2.2871164041432857,,-1.1818635163338047,1.4759827401703973,,-1.5164710897820937,1.906571043907421,
Bail,Neighbourhood Relevance,-0.7720691027624046,0.7696261766343445,,-0.4521103968708755,1.00539631320415,,-1.4161291321190075,1.2233994711218539,,-0.9069840854991815,0.5161662278646498,,0.0,0.0,,-1.1711087439462406,2.132792199813363,,-2.0665169777021686,1.7141523394993137,,-1.3496394296219656,1.3756524036904412,,-1.6279296372296863,1.9141291192048033,
Bail,Neighbourhood Privacy,-0.7160644619439507,0.4774120636204155,,-0.4730232141343673,0.7797420404875357,,-1.2309745560067322,0.9848841067984394,,-0.752049179247778,0.28771663264715375,,-1.670129992577412,0.0,,-1.118528988733463,1.8918820531562055,,-1.9022265067458233,1.388503117668716,,-1.600553271961671,1.0398202875088705,,-1.9107374973203108,1.7203547573918025,
Bail,Neighbourhood Volitionality,-0.6110910769691242,0.4895303635839194,,-0.10846519287239285,1.1685470665735485,,-1.1665287388885006,1.1163454946510925,,-0.7333478081302124,0.47529216014761694,,0.0,1.704182449980865,,-1.221692299319077,1.7757084959686045,,-1.0142437472700647,2.067722726616168,,-1.6028595953406288,0.898536826939598,,-2.0557179471266123,1.7490583282595744,
Bail,Neighbourhood Causes Outcome,-0.5047714927104334,0.6494156845434961,,-0.3987963274615974,0.8114392857711139,,-1.5490266006330802,0.7121585664094454,,-0.4830641793872113,0.7800049772156641,,0.0,1.9548672104384037,,-0.5656855985093051,2.4761119539155527,,-1.680717129348779,1.508493680241208,,-0.9452860774962029,1.5690605464823695,,-2.6094777757822913,1.3209417219155897,
Bail,Neighbourhood Causes Cycle,-0.688017690149315,0.735670155778101,,-0.687430203573095,0.6452094117138265,,-1.2492789900451653,1.374182424019148,,-0.27348639359254673,1.1871097057212525,,0.0,1.4743642525174183,,-1.5324959800699665,2.13158132529761,,-2.040675409626121,1.76618191703305,,-1.8598806914088521,1.1229684207891337,,-1.3979671796531727,1.5626642537516766,
Bail,Neighbourhood Causes Disparity,-0.6931934091923504,0.8518503715765561,,-0.7177005707048784,0.6888661157728322,,-1.5991021317259706,0.8890809308799484,,-0.43588061821356705,1.2201389234307898,,0.0,1.336255327604129,,-1.5635197971068604,1.9097536572640157,,-1.0712146144240067,1.9633862663685002,,-1.2688372202760232,1.5052746013456406,,-1.1330664498038507,1.693360708306066,
Bail,Neighbourhood Caused by Group,-0.5728692276128972,0.7299077212971181,,-0.5506448960141018,0.9149365522427202,,-1.2364998222174468,1.3946071033065013,,-0.597855881980608,0.7646456547410528,,0.0,1.1183854465374903,,-1.335104326542335,2.1713292418591656,,-1.0094914598703721,2.1116409823475863,,-1.4421860099018349,1.3915311501648977,,-1.7014234266753234,1.6502668478975775,
Bail,Friends and Family Reliability,-0.7446399201771456,0.42165447404067363,,-0.45999760265775735,0.7479842013855925,,-0.9832024143831312,1.428861510289307,,-0.22518986141517908,1.0396407698765602,,0.0,1.754149868635749,,-0.6656687759513693,2.4484084941188207,,-1.564450035669835,1.5759919361984602,,-1.5742422776131813,0.9272581999945326,,-1.8239602752442412,1.7937718274587788,
Bail,Friends and Family Relevance,-0.797145619731472,0.7134384017250733,,-0.3209660048622488,1.2737064997313785,,-1.372720224209981,1.2753228526058757,,-0.7980385742083269,0.6465987762238267,,0.0,0.0,,-1.535787078136261,1.6457871782074536,,-2.1300496163997384,1.5426997621051122,,-1.7093467089637506,1.0041283891748631,,-2.380922352835464,1.4993446864507327,
Bail,Friends and Family Privacy,-0.508835727040625,0.5920382691718141,,-0.6657686232988692,0.5464214963446434,,-1.431663661819195,0.7163423871693938,,-0.6030559438838261,0.5599097229696228,,-2.20904603733768,0.0,,-1.7862836456743294,1.262150598305711,,-1.6429866012071292,1.7104526012712493,,-1.6185647307266204,0.920938487022722,,-1.923920748597372,1.5465581422846617,
Bail,Friends and Family Volitionality,-0.907885328549577,0.33228498905254117,,-0.29560289613880597,0.9949378149365818,,-1.2647875029438855,1.0247364143947426,,-0.6054701534012051,0.4886940861471184,,-1.3183470824849275,0.0,,-1.1562265304215362,1.8306543935623683,,-1.8226385622616148,1.3497671056990057,,-1.589514532560279,0.9467819718133486,,-1.9809294980886225,1.8329154497991154,
Bail,Friends and Family Causes Outcome,-0.35626903577467095,0.7449260578444706,,-0.30493458022466174,0.957555952394035,,-1.240936455642834,0.9682638830731274,,-0.7110566596187854,0.44373052691326975,,-1.8804547543441308,0.0,,-1.1731820816192031,1.9425462807634866,,-1.5480181300331533,1.7828256232917405,,-1.3331805207530782,1.1715147532368284,,-1.9831956818513,1.561748769651694,
Bail,Friends and Family Causes Cycle,-0.5178401313653433,1.132690085339919,,-0.6040676563123436,0.831052870939847,,-1.8313213148730247,0.7977699563230829,,-0.3217026030523549,1.2421854529692842,,0.0,1.4482063883467677,,-1.460860196718385,2.1536664702628743,,-1.8188591320675969,1.7926776642437472,,-1.8686394522094165,1.2762506783787473,,-1.860433132342716,1.3639929679243339,
Bail,Friends and Family Causes Disparity,-0.3357545273868001,1.2401328607028295,,-0.5696061871657976,0.8059237547665654,,-1.4889309901837928,0.9719982310630619,,-0.31413224267422796,1.240740177627446,,0.0,1.3744758406759177,,-1.8612016885969853,1.5155792139103261,,-1.6869443779087097,1.788790683216871,,-1.5821673358844948,1.2193637960885908,,-1.8857127437813992,1.469077731094084,
Bail,Friends and Family Caused by Group,-0.5700874975933995,0.7188066845382226,,-0.37831102353225465,0.9649467144070345,,-2.3499313620426374,0.2145829165949428,,-0.3795853919065803,1.0242459866336115,,0.0,1.7467805639348972,,-1.3973037223000382,1.5903760088565795,,-1.2797096945354016,1.9947488682195487,,-1.42727998905787,0.9850430286054753,,-1.3947683177258643,1.5285615976751579,
Bail,Social Life Reliability,-0.48635582512415687,0.6935662792983812,,-0.3175459619199386,0.9746090282611652,,-0.7548256765986464,1.4029149137616481,,-0.7447713820318109,0.3412639239088215,,0.0,1.7154536428691944,,-0.5342919490040727,2.6225827525358167,,-1.4009871405323202,1.9251683804165285,,-1.6458295186060874,0.9855491525257176,,-1.995303007562208,1.6306322528625594,
Bail,Social Life Relevance,-0.7136701360634777,0.7812800927451664,,-0.3934814757799017,1.2212524419511606,,-0.8963028488206759,1.7491664314726392,,-1.0158930757258529,0.43959831155351947,,0.0,0.0,,-1.7494958184616476,1.4470709552750116,,-1.7183632695381168,1.809836247707551,,-1.5705776048710829,1.0387767070972045,,-1.94646814799419,1.703685613200033,
Bail,Social Life Privacy,-0.6397859219759303,0.7725677511849723,,-0.5780211529226014,0.7519622935868739,,-1.014494046037849,1.464936264743547,,-0.7802651772919661,0.43933528948393197,,0.0,1.2326837244407691,,-1.4417609827822413,1.9704515785172911,,-1.8411602906064872,1.6347069756587644,,-1.2800804898444493,1.644317584258706,,-2.261415762610098,1.4326144601818664,
Bail,Social Life Volitionality,-0.41951571913853763,1.3819518678545646,,-0.4594817462467469,1.115634769440595,,-1.2749885426852485,1.689266286226949,,-0.547659929649908,1.09546918200024,,0.0,1.1810332671465478,,-0.9632846891563075,2.2835993653827757,,-1.3919971398326862,1.7090895039957021,,-1.5433760857118242,1.479425713519697,,-2.3353915976602417,1.4418541689818307,
Bail,Social Life Causes Outcome,-0.4235145747879859,0.7679284486190502,,-0.43537184339950513,0.7814264629812421,,-1.4328537274600928,0.9102431629335078,,-0.4217448725781153,0.8311146083603665,,0.0,1.6503865440419456,,-0.7126291196242649,2.4429650304824846,,-1.4726069766342933,1.8392523728920043,,-1.3473869672052208,1.144614881594213,,-2.423903861582734,1.2955576649541012,
Bail,Social Life Causes Cycle,-0.5533107839157432,0.7403099243283556,,-0.18593973450888562,1.0841966189329408,,-1.4166621308931997,0.8398144661552204,,-0.9216052611092024,0.2878390975540784,,-1.9851582758077737,0.0,,-1.2697770673567086,2.0205300201796477,,-1.6686038948014354,1.5837210086818665,,-1.1835437833459623,1.4242796395142434,,-2.1299501101420435,1.430361732679445,
Bail,Social Life Causes Disparity,-0.5590955152318287,0.5733054872974416,,-0.47570226674852645,0.7442023891619142,,-1.3314869470040636,0.9478054147220172,,-0.5237738673185149,0.698475321932934,,-1.9352283716796614,0.0,,-1.2735215021825654,1.8777031743786028,,-1.8241416461178634,1.4703699573658364,,-1.4981907250198048,1.053585353109927,,-1.8511031364050086,1.7372256117684135,
Bail,Social Life Caused by Group,-0.5933877854281633,0.5664560950747067,,-0.3372402407067791,0.944847128567618,,-1.141158958864402,1.1399290745190864,,-0.6199731251834278,0.606304788139589,,0.0,1.6304546552738155,,-1.4041284436007926,1.871191556113978,,-1.7764229862871508,1.6532632948289545,,-1.473052787086637,1.1765299215969436,,-2.058567035414838,1.6903995414085313,
Bail,Education Reliability,-0.3144994372026552,1.0114017271342126,,-0.22963517848797071,1.1152190568820624,,-1.3158318904297852,1.464352860869092,,-0.40377697880888197,1.153968012245264,,0.0,1.1337393536358178,,-1.208364401559737,1.9601541734939607,,-1.2429485368741775,1.7871986146547427,,-1.8605658462361854,0.7909112248967795,,-1.7318981396567936,1.4370386344493198,
Bail,Education Relevance,-1.2111192493322318,0.5264909150503667,,-0.29453171143821005,1.2734370051948762,,-1.079201897185661,1.5561494307033172,,-0.7893742486023578,0.6149689801210859,,0.0,0.0,,-1.8191203097839037,1.405780678761068,,-2.0659968422487562,1.37899875345591,,-1.6671762346784915,1.0448761873082624,,-1.551892081359662,2.249690622060438,
