Prediction,Accuracy,Error,Reliability,Privacy,Volitionality,Causes Outcome,Causes Cycle,Causes Disparity,Caused by Group
Within Bail,0.6874157303370787,0.0004909777364230499,0.4516102496643468,,,,,,
Within Bail,0.5886606741573035,0.0005378686924592781,,-0.08292786377701114,,,,,
Within Bail,0.5935325842696629,0.0005181433855705437,,,0.18858154337743652,,,,
Within Bail,0.6981573033707865,0.00048258508177832657,,,,0.5071515988030527,,,
Within Bail,0.5906337078651686,0.0005032701139895513,,,,,0.0006802786328875224,,
Within Bail,0.5898112359550562,0.0005179957001759012,,,,,,-0.08093067480412748,
Within Bail,0.5909573033707866,0.0005218486138407005,,,,,,,0.010247497498161008
Within Unem,0.6779395348837209,0.0005450337798251754,0.2614068363708219,-0.019346196184189625,0.20957377434583274,0.29301284446028264,0.06098902227976211,-0.3282474909801616,0.10444733983676416
Within Unem,0.6521302325581396,0.0005498751067737935,,-0.050493908495025365,0.19706957837092018,0.30951345342179293,0.05642071989135247,-0.32138408229966475,0.12662277020981463
Within Unem,0.680053488372093,0.0005728523404297996,0.2636115056383446,,0.20652063152193398,0.2959031288896986,0.054877377804364594,-0.3297815300030724,0.10299486479239772
Within Unem,0.6512767441860465,0.0005505621574971886,0.24867094532465528,0.02130372527705736,,0.32506738809455854,0.042491318924770316,-0.38019450465697274,0.14679280500486921
Within Unem,0.6597209302325581,0.0005393914975637891,0.27430257310958617,-0.04891953982879784,0.23312758597861094,,0.1714856271406304,-0.31973460226068773,0.11609322376042507
Within Unem,0.6783162790697674,0.0005718258190677767,0.2609210453795321,-0.007935751306080725,0.20703658388623247,0.3134332621153289,,-0.30410934176018756,0.1051530953314814
Within Unem,0.6613046511627906,0.0005668701613725046,0.257566362054332,-0.030520009949128013,0.23765437652454152,0.28360785095416796,-0.03972083888567456,,-0.07544862370897412
Within Unem,0.6804418604651162,0.000568468627148587,0.2669155782836174,-0.014698465455066454,0.21965810297222838,0.29721015647444843,0.06229850517805776,-0.2563467370174343,
Within Unem,0.6465604651162792,0.0006009607250540794,0.2554216243435437,,,,,,
Within Unem,0.5985255813953488,0.0005418871055350465,,-0.04234633313794257,,,,,
Within Unem,0.627093023255814,0.000532115454549617,,,0.22925319443414263,,,,
Within Unem,0.6332302325581395,0.0005602746010295232,,,,0.28631473557360637,,,
Within Unem,0.5985,0.0005425906369438536,,,,,0.01638071153857041,,
Within Unem,0.5980906976744186,0.0005694347102210315,,,,,,-0.15102012380836113,
Within Unem,0.598939534883721,0.0005378660817338223,,,,,,,-0.012608687542552883
Within CPS,0.7920873563218391,0.000460808120318185,0.30842556652927317,0.023116721657406778,0.27792899688844236,0.5591395479442102,-0.08666411840910049,-0.20135246888344918,0.027190962351157293
Within CPS,0.7855494252873563,0.0004675070942101339,,0.03822654381994368,0.3126377254870477,0.5575305935016658,-0.05352677982974369,-0.19301133205778231,-0.026368448701768216
Within CPS,0.7933632183908046,0.00045508776886490183,0.3095516540407034,,0.2829690320738189,0.5633975241344222,-0.08498717189975126,-0.19923385295233095,0.027511985059257487
Within CPS,0.7856344827586206,0.00046864174961661645,0.34193764395206466,0.08559309621373326,,0.6169597718869424,-0.06792773192225321,-0.2129032767232513,0.08444166245916093
Within CPS,0.7405448275862069,0.0005073795178461975,0.3084490390439281,0.09836475874274343,0.3724444321213914,,0.05809469275932597,-0.3019015766095484,0.06604580614338956
Within CPS,0.7914827586206896,0.000470933110047425,0.30476270639707187,0.02004330920080391,0.27522162547175355,0.5468831493735138,,-0.2514521168549358,0.02209190323794314
Within CPS,0.7917333333333334,0.00045133251620806743,0.3058107622541141,0.015296026905298694,0.28155874711239326,0.5734891475613253,-0.19506731597943186,,-0.058028779460816325
Within CPS,0.7924252873563219,0.0004651007525720768,0.3058936783103471,0.02338995894678448,0.2811652856504099,0.5608575739834517,-0.08470360257245863,-0.18572678089179595,
Within CPS,0.7332643678160918,0.0005155753469958666,0.35988349112533513,,,,,,
Within CPS,0.7173080459770115,0.0004839857609994567,,0.19979319970427073,,,,,
Within CPS,0.7216022988505747,0.0005201277452292722,,,0.38777819995869706,,,,
Within CPS,0.7788505747126437,0.00044621202289791943,,,,0.620750183856708,,,
Within CPS,0.7197241379310344,0.0004918432326390204,,,,,0.029692969697104075,,
Within CPS,0.720422988505747,0.00047588648611573086,,,,,,-0.0767689795481612,
Within CPS,0.72003908045977,0.00047299511312402987,,,,,,,0.050602852644776146
Within Hos,0.7456169590643275,0.0005584985337271633,0.3925808316852623,0.09106395727174527,0.01077114666049996,0.5272156562480382,0.05735642601539589,-0.3344096023896967,0.1428419770243643
Within Hos,0.7331754385964911,0.0006040553686779009,,0.0825133332314544,0.006647688570174725,0.5594411886897538,0.014364629424201176,-0.32601237353943546,0.17172320410082428
Within Hos,0.7512105263157894,0.0005563614408003908,0.3913548084532539,,0.03720234159001005,0.5407296801487562,0.06127781347185994,-0.336601829096657,0.14792141028972844
Within Hos,0.7494152046783625,0.0005805210567418653,0.39232008315589656,0.0954525473419498,,0.5277816898967634,0.05800892099586023,-0.3339838118284516,0.1433394471098336
Within Hos,0.6938070175438596,0.0005570983255322812,0.4557256852068115,0.17161747517712767,0.017335953618138653,,0.21224718968085587,-0.35146081884114,0.14886110114480025
Within Hos,0.7467280701754386,0.0005600810563892971,0.38690377974665124,0.09285796876508426,0.012273715110379113,0.5402641926216096,,-0.30804535402600924,0.15003310919055085
Within Hos,0.738733918128655,0.0005902750874897079,0.38352374621891716,0.09747415830977496,0.00220328427822886,0.5305828753266194,-0.07748559150043563,,-0.017493175318350956
Within Hos,0.74503216374269,0.0005382602264629396,0.40196138025359335,0.0969175329255587,0.013313984657976853,0.5268900589276394,0.07571424299463958,-0.24354322755191954,
Within Hos,0.7014678362573099,0.000576604059770195,0.43861625454706216,,,,,,
Within Hos,0.6538216374269006,0.0005515097925297191,,0.19041321780832932,,,,,
Within Hos,0.6616052631578947,0.0005862908059720006,,,0.06271354995146379,,,,
Within Hos,0.7320643274853801,0.000540296668474212,,,,0.5420149541082918,,,
Within Hos,0.660719298245614,0.000572720435091795,,,,,0.07598487872985757,,
Within Hos,0.660751461988304,0.0005801853593043757,,,,,,-0.07817927157119489,
Within Hos,0.6609298245614035,0.0005731664015406352,,,,,,,0.04941435742582615
Within Loan,0.7805159090909092,0.0004479955733167432,0.3148060471207439,0.024073317244091376,0.09212759294857645,0.6313752828736524,0.006779350878314905,-0.2613184063508774,0.010209317088566221
Within Loan,0.7809272727272728,0.0004677441284438113,,-0.020749933656952855,0.12274379864817377,0.665645762814954,0.015440329265011139,-0.23439705193897825,0.037282987284125504
Within Loan,0.7815204545454546,0.0004260316718548517,0.310137805696482,,0.0987078052058684,0.6352274803658305,0.011796179949821442,-0.25750018286623677,0.01022043376972993
Within Loan,0.7810886363636363,0.00045788855575508214,0.3281497469758452,0.050875940809065205,,0.6531900289469457,0.020035202551571808,-0.280289234953065,0.012554777873513412
Within Loan,0.7419159090909091,0.0004884139765287916,0.4238098825424496,0.12311409212574834,0.22806829231062956,,0.13266379774910048,-0.3030610266951253,0.07553149818239932
Within Loan,0.7802045454545455,0.00045871179574202717,0.31496653332100866,0.024922583765039346,0.09269563244080535,0.6324131693069617,,-0.2589561863414984,0.011072349678985838
Within Loan,0.7785227272727272,0.0004714829369088132,0.29575728289902176,0.0019200246352236968,0.11616376770379802,0.6340346332257967,-0.0736198258995114,,-0.12625381139860423
Within Loan,0.7810068181818182,0.000474914173500012,0.3155341180771299,0.024076459712577224,0.09228887055458095,0.6320462482015325,0.008250619665665442,-0.25476636253309853,
Within Loan,0.7386909090909092,0.0004689424425795442,0.4180044623609117,,,,,,
Within Loan,0.7199113636363637,0.0004866913548439489,,0.15275337712783957,,,,,
Within Loan,0.7266727272727272,0.0005174043815729921,,,0.31448041673547267,,,,
Within Loan,0.7741227272727272,0.0004256866480704863,,,,0.6532144016605428,,,
Within Loan,0.7191840909090909,0.000465429117832712,,,,,0.14769746179640994,,
Within Loan,0.719684090909091,0.0004819309690248036,,,,,,-0.030844884483367623,
Within Loan,0.7197454545454546,0.0004736556121224508,,,,,,,0.05556438889161652
Within Ins,0.6683353115727003,0.0006061137306613509,0.17691231395922688,0.06777145533241798,-0.05234112273560548,0.4918782096090701,-0.012544140290805724,-0.12745965923685915,0.028260231741672838
Within Ins,0.6642908011869435,0.0005975128782086351,,0.04304171613395976,-0.030476895774827217,0.5129264296396641,-0.0285281828206524,-0.1226243453992154,0.023412440929242967
Within Ins,0.6714629080118695,0.0005599943954930348,0.16296871702143045,,-0.04314648795552009,0.49176033529452623,0.007332469158757345,-0.12820781577665577,0.03175953399447912
Within Ins,0.6685845697329378,0.0005891418411436776,0.16772367719186984,0.06069500206492128,,0.4941091635385261,-0.024744703009426633,-0.11147594005027471,0.021666233305834334
Within Ins,0.579545994065282,0.0007141581542574759,0.23853282693938568,0.06767019894049169,-0.07074521400788043,,0.12508586366080526,-0.07710922300403025,0.047358375463634424
Within Ins,0.6691572700296735,0.0005913737519898391,0.17774880555107353,0.0659699036649307,-0.05379910478508087,0.4894625062467793,,-0.13252817707185277,0.027659158688399705
Within Ins,0.6718249258160237,0.0006217936722769363,0.17482197719647605,0.0682579835409999,-0.03606054733593032,0.483239701794278,-0.05602480428003739,,-0.03840287006981671
Within Ins,0.6688902077151335,0.00060339108318733,0.17638107601814695,0.06860097339044026,-0.05043283903035451,0.4929178914119001,-0.01112192230244973,-0.10863793238216195,
Within Ins,0.5949258160237388,0.0007195873639806662,0.2001284373220677,,,,,,
Within Ins,0.533406528189911,0.0006511956860516243,,0.046126800558181226,,,,,
Within Ins,0.5340118694362018,0.0007601200182632003,,,-0.020102909381856073,,,,
Within Ins,0.6816261127596439,0.0006045570373040412,,,,0.4747434073848169,,,
Within Ins,0.5349406528189911,0.000651912242142757,,,,,0.09175966943488803,,
Within Ins,0.5375548961424332,0.0006994615249463466,,,,,,0.025087936311349663,
Within Ins,0.5324243323442137,0.0006630078478386781,,,,,,,0.04024687955597673
