Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount,Loan Amount Reliability,Loan Amount Accuracy,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income,Income Reliability,Income Accuracy,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Accuracy,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents,Dependents Reliability,Dependents Accuracy,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment,Employment Reliability,Employment Accuracy,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Accuracy,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property,Property Reliability,Property Accuracy,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
2101,1306,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Neutral,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Somewhat Agree,Unfair,Agree,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Unfair,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Unfair,Disagree,Neutral,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Agree,Fair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral
2102,716,40-49,Bachelor,Female,,<25000,false,false,false,true,false,,loan,properties first,Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Neutral,Somewhat Disagree,Agree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral
2107,1027,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Disagree,Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Fair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree
2110,1217,18-29,Bachelor,Female,,<25000,false,true,false,false,false,,loan,fairness first,Neutral,Neutral,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
2112,1799,30-39,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Agree,Very Unfair,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Neutral,Agree,Agree,Very Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Unfair,Neutral,Neutral,Somewhat Agree,Disagree,Neutral,Neutral,Agree,Somewhat Agree,Unfair,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Agree,Agree
2113,963,40-49,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Unfair,Somewhat Agree,Disagree,Somewhat Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree
2115,818,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,loan,properties first,Fair,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Unfair,Agree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Disagree,Unfair,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Neutral,Fair,Agree,Somewhat Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Very Fair,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree
2116,2806,18-29,Associate or Diploma,Nonbinary,,<25000,false,false,false,true,true,,loan,properties first,Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2118,886,40-49,Graduate,Female,,50000-75000,false,true,false,false,false,,loan,properties first,Very Fair,Strongly Agree,Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Very Fair,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Neutral
2120,1192,50-59,Bachelor,Female,,50000-75000,false,true,false,false,false,,loan,fairness first,Very Fair,Agree,Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Very Unfair,Agree,Agree,Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Disagree,Disagree,Somewhat Unfair,Agree,Neutral,Agree,Agree,,Somewhat Agree,Disagree,Disagree,Somewhat Unfair,Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Very Fair,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree
2121,2585,30-39,Bachelor,Female,,75000-100000,false,true,false,false,false,,loan,properties first,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
2123,1846,30-39,Graduate,Female,,50000-75000,false,true,false,false,false,,loan,properties first,Fair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Agree,Somewhat Agree,Strongly Agree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Agree,Disagree,Neutral,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral
2129,606,50-59,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Very Unfair,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Neutral,Somewhat Disagree,Agree,,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree
2130,1115,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Very Fair,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2131,361,40-49,Bachelor,Female,,<25000,false,false,false,true,false,,loan,fairness first,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Fair,Neutral,Agree,Agree,,Somewhat Agree,Neutral,Agree,Somewhat Agree,Fair,Neutral,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,,Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Fair,Neutral,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree
2135,941,40-49,High School,Female,,50000-75000,false,false,true,false,false,,loan,properties first,Very Fair,Agree,Agree,Disagree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Disagree,Very Fair,Disagree,Somewhat Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Disagree,Unfair,Agree,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Unfair,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Unfair,Somewhat Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Unfair,Somewhat Agree,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Very Fair,Disagree,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Fair,Agree,Agree,Disagree,Agree,Disagree,Somewhat Disagree,Disagree,Disagree
2142,572,40-49,High School,Female,,50000-75000,false,false,false,true,false,,loan,properties first,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Disagree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2145,745,30-39,High School,Female,,75000-100000,false,false,false,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Agree,Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
