Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Race,Race Reliability,Race Privacy,Race Volitionality,Race Causes Outcome,Race Causes Cycle,Race Causes Disparity,Race Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Hospital Treated,Hospital Treated Reliability,Hospital Treated Privacy,Hospital Treated Volitionality,Hospital Treated Causes Outcome,Hospital Treated Causes Cycle,Hospital Treated Causes Disparity,Hospital Treated Caused by Group,Admission,Admission Reliability,Admission Privacy,Admission Volitionality,Admission Causes Outcome,Admission Causes Cycle,Admission Causes Disparity,Admission Caused by Group,Number of Discharges,Number of Discharges Reliability,Number of Discharges Privacy,Number of Discharges Volitionality,Number of Discharges Causes Outcome,Number of Discharges Causes Cycle,Number of Discharges Causes Disparity,Number of Discharges Caused by Group,History of Health,History of Health Reliability,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1393,1244,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
1394,1694,30-39,High School,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Somewhat Fair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Unfair,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Very Unfair,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Very Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Fair,Strongly Agree,Disagree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree
1398,483,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
1408,2794,18-29,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,hos,properties first,Somewhat Unfair,Agree,Somewhat Disagree,Strongly Disagree,Agree,Agree,Agree,Somewhat Agree,Very Unfair,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Neutral,Unfair,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral,Somewhat Unfair,Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Fair,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree
1409,556,18-29,Bachelor,Female,,25000-50000,false,false,false,false,false,mixed race,hos,properties first,Somewhat Fair,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Somewhat Unfair,Strongly Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1411,2666,40-49,Bachelor,Female,,25000-50000,false,true,false,true,false,,hos,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1413,1272,18-29,Graduate,Female,,75000-100000,false,false,false,true,false,,hos,fairness first,Neutral,Strongly Agree,Agree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Fair,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Neutral,Disagree,Agree,Neutral,Unfair,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Neutral,Somewhat Unfair,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Fair,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Disagree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree
1417,2193,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,hos,properties first,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree
1418,1537,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,hos,fairness first,Somewhat Unfair,Strongly Agree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Very Unfair,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Very Unfair,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Very Unfair,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree
1421,2147,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Fair,Agree,Somewhat Agree,Neutral,,Agree,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Agree
1425,1056,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Very Fair,Strongly Agree,,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Somewhat Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Fair,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1426,1742,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,hos,properties first,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral
1435,906,70 up,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,hos,fairness first,Fair,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Somewhat Disagree,Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1436,974,30-39,High School,Female,,25000-50000,false,false,false,true,false,,hos,properties first,Very Unfair,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Fair,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree
1438,640,50-59,Bachelor,Female,,>100000,false,false,false,true,false,,hos,properties first,Very Fair,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree
1440,487,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Very Fair,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Very Fair,Strongly Agree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Fair,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Strongly Agree,Disagree,Neutral,Somewhat Agree,Disagree,Somewhat Fair,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Disagree
