Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Race,Race Reliability,Race Privacy,Race Volitionality,Race Causes Outcome,Race Causes Cycle,Race Causes Disparity,Race Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Hospital Treated,Hospital Treated Reliability,Hospital Treated Privacy,Hospital Treated Volitionality,Hospital Treated Causes Outcome,Hospital Treated Causes Cycle,Hospital Treated Causes Disparity,Hospital Treated Caused by Group,Admission,Admission Reliability,Admission Privacy,Admission Volitionality,Admission Causes Outcome,Admission Causes Cycle,Admission Causes Disparity,Admission Caused by Group,Number of Discharges,Number of Discharges Reliability,Number of Discharges Privacy,Number of Discharges Volitionality,Number of Discharges Causes Outcome,Number of Discharges Causes Cycle,Number of Discharges Causes Disparity,Number of Discharges Caused by Group,History of Health,History of Health Reliability,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1383,2420,30-39,Graduate,Male,,75000-100000,false,false,true,false,false,,hos,fairness first,Very Fair,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Neutral,Very Fair,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Very Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Disagree,Disagree
1384,2459,30-39,Bachelor,Male,,>100000,false,true,false,false,false,,hos,fairness first,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Neutral
1387,2494,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,hos,fairness first,Very Fair,Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Disagree,Strongly Disagree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Disagree,Strongly Disagree,Unfair,Neutral,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Unfair,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Unfair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Very Fair,,,,,,,,Very Fair,Agree,Somewhat Agree,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree
1389,567,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,hos,properties first,Very Unfair,Somewhat Agree,Neutral,Disagree,Neutral,Agree,Somewhat Agree,Neutral,Very Unfair,Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Very Unfair,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Very Unfair,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral
1392,1924,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Somewhat Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Fair,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Disagree,Very Fair,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Very Fair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree
1395,2224,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Neutral,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree
1396,369,40-49,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Agree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Unfair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,,Disagree,Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Disagree
1402,2331,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Unfair,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Very Fair,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1407,1900,18-29,Graduate,Male,,75000-100000,false,false,false,false,true,,hos,fairness first,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
1409,556,18-29,Bachelor,Female,,25000-50000,false,false,false,false,false,mixed race,hos,properties first,Somewhat Fair,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Somewhat Unfair,Strongly Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1410,1253,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Unfair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Very Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,
1411,2666,40-49,Bachelor,Female,,25000-50000,false,true,false,true,false,,hos,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1414,279,50-59,Bachelor,Male,,<25000,false,false,true,false,false,,hos,properties first,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Very Fair,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
1415,3094,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,hos,properties first,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree
1417,2193,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,hos,properties first,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree
1419,475,18-29,High School,Male,,<25000,false,true,false,false,false,,hos,properties first,Fair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Fair,Strongly Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Very Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Unfair,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Disagree,Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree
