Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History,Work History Reliability,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills,Skills Reliability,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability,Disability Reliability,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed,Time Unemployed Reliability,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason,Reason Reliability,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative,Initiative Reliability,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
1194,2083,30-39,Bachelor,Female,,>100000,false,false,true,false,false,,unem,properties first,Unfair,Disagree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Very Unfair,Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Very Fair,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Agree,Somewhat Unfair,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Strongly Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1195,1107,30-39,Graduate,Male,,75000-100000,false,false,true,false,false,,unem,properties first,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree
1196,3046,18-29,Bachelor,Male,,75000-100000,false,false,true,false,false,,unem,fairness first,Somewhat Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Very Unfair,Disagree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Unfair,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral
1198,569,30-39,Bachelor,Male,,75000-100000,false,false,false,true,true,,unem,properties first,Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Agree,Fair,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Disagree,Fair,Agree,Disagree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Very Unfair,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Very Fair,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Disagree,Disagree,Somewhat Fair,Disagree,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree
1199,1187,18-29,High School,Male,,75000-100000,false,false,false,false,true,,unem,properties first,Very Fair,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Disagree,Neutral,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Somewhat Disagree,Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Very Fair,Strongly Agree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Very Fair,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Agree,Fair,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Very Fair,Agree,Somewhat Agree,Strongly Agree,Neutral,Disagree,Disagree,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Neutral,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Strongly Agree,Fair,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree
1200,3449,30-39,Graduate,Female,,75000-100000,false,true,false,false,false,,unem,fairness first,Neutral,Agree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral
1203,2829,30-39,Bachelor,Male,,<25000,false,false,false,false,true,,unem,fairness first,Somewhat Unfair,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Unfair,Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Disagree,Agree,Neutral,Disagree,Disagree,Somewhat Agree,Neutral,Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Fair,Agree,Agree,Disagree,Strongly Agree,Somewhat Disagree,Neutral,Disagree,Fair,Agree,Disagree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Agree,Somewhat Agree,Agree,Fair,Disagree,Neutral,Agree,Agree,Somewhat Agree,Disagree,Disagree,Fair,Somewhat Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Neutral
1204,594,18-29,High School,Male,,<25000,false,false,false,false,true,,unem,properties first,Fair,Agree,Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Strongly Disagree,Somewhat Disagree,Disagree,Disagree,Neutral,Disagree,Fair,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Fair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Neutral,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Very Unfair,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Disagree
1205,2524,18-29,Associate or Diploma,Female,,25000-50000,false,false,true,false,false,,unem,fairness first,Somewhat Unfair,Neutral,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Neutral,Strongly Agree,Neutral,Somewhat Agree
1206,1759,18-29,Bachelor,Female,,<25000,false,false,false,false,true,WHITE,unem,fairness first,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Unfair,Disagree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral
1211,677,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,unem,properties first,Somewhat Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree
