Prediction,Accuracy,Error,Reliability,Accuracy,Privacy,Volitionality,Causes Outcome,Causes Cycle,Causes Disparity,Caused by Group
All Domains,0.6701723356009069,0.00041786062659900883,0.30247029123766433,,0.08395914931919238,0.17644141453272455,,-0.16173278918696357,,
All Domains,0.6827891156462585,0.0003644184044204212,0.2792934172680675,,-0.0010531680326585399,0.1431574509478757,0.3348420250818659,,,
All Domains,0.6077267573696145,0.00045445684521449274,,,,,,-0.04978912415223687,-0.2178485464328902,0.08472509372856499
All Domains,0.6775929705215419,0.0003561352393110256,,,,,0.44048329453970203,,-0.2853403872018848,0.003479247449795667
All Domains,0.673907029478458,0.0003580590392638704,,,,,0.4787409384822083,-0.25723410312579514,,-0.09075899056779185
All Domains,0.6769535147392292,0.00037826190960284044,,,,,0.47605618780877473,-0.1840411106508929,-0.17971304328639706,
All Domains,0.6441065759637188,0.0003935434057280554,,,,0.1592757313862924,,,-0.22412037290234427,0.04831592724057896
All Domains,0.6423151927437641,0.00037837388774533047,,,,0.18370852325138334,,-0.15453074325719673,,-0.0457102307595652
All Domains,0.6496836734693878,0.00042190741208211546,,,,0.17286053176716965,,-0.08429023472657167,-0.13791372280448747,
All Domains,0.6808820861678003,0.0003630581205572817,,,,0.14133068377971944,0.4108438298124102,,,-0.21213862048587542
All Domains,0.6891814058956917,0.0003629682279029707,,,,0.12192065652460816,0.42577877102059686,,-0.2804878545968025,
All Domains,0.6917256235827665,0.0003626805352177339,,,,0.1524179436254181,0.4565666633280952,-0.3167165763018949,,
All Domains,0.6287097505668935,0.0004467879880680028,,,0.08816390027344638,,,,-0.26283960802050743,0.06837724222999886
All Domains,0.6160430839002268,0.0004147325113381779,,,0.09875186560826464,,,-0.16408417486808882,,-0.04901544912505012
All Domains,0.6308321995464853,0.0004512659398280847,,,0.10573541467914407,,,-0.07716337902434481,-0.17177222030859646,
All Domains,0.6749512471655329,0.0003593965394144992,,,0.031720598566777405,,0.421250361417855,,,-0.2080817134430689
All Domains,0.6821417233560092,0.00036061723608493614,,,0.05730282999560568,,0.4351216916501995,,-0.29830171802179084,
All Domains,0.6788219954648527,0.00036707385180309555,,,0.07731537813783679,,0.46601494477725613,-0.3281007153036736,,
All Domains,0.6271224489795918,0.00039740154477300934,,,0.0289442887965142,0.16681554665465428,,,,-0.12561554028622873
All Domains,0.6499104308390021,0.0004070548316311046,,,0.05693761655023828,0.15144593057261885,,,-0.20602155446013104,
All Domains,0.6410408163265306,0.0004145309406677154,,,0.05886483246487054,0.17162018184592767,,-0.19756644141676638,,
All Domains,0.672125850340136,0.0003785562249540376,,,-0.040766191715093554,0.13370292059573552,0.36442953180555565,,,
All Domains,0.6367755102040816,0.00038084833224751263,0.27810808232814604,,,,,,-0.20388348034278403,0.06421265314289042
All Domains,0.6435362811791383,0.00040891257008046476,0.28504424364668834,,,,,-0.08907160955513929,,-0.042257681220158064
All Domains,0.6409058956916099,0.00038868006015491493,0.2796006971864981,,,,,-0.011011538890026826,-0.15086451285074148,
All Domains,0.6940895691609977,0.000361946145143705,0.2505544646890267,,,,0.3993100740109482,,,-0.18172472815567695
All Domains,0.692641723356009,0.00034662622711064604,0.2239035972936994,,,,0.4159085635300618,,-0.25358641342823807,
All Domains,0.6923605442176871,0.00036565243849611534,0.2121333101017675,,,,0.4394934039378219,-0.260187116660736,,
All Domains,0.6660578231292517,0.0004255153314446447,0.31149290391568524,,,0.18720935432009025,,,,-0.10433932516726971
All Domains,0.6673083900226756,0.00038081815956339597,0.2943934898122656,,,0.17853512329880047,,,-0.15830397114640776,
All Domains,0.6708582766439909,0.00039181583259477156,0.2938958751006289,,,0.19176106069594973,,-0.13563635544707586,,
All Domains,0.6835170068027211,0.00037727629835966045,0.2795072144642453,,,0.1429750404094466,0.33470296387517,,,
All Domains,0.6440396825396826,0.0003737092763107672,0.3160588801479056,,0.10318205372321779,,,,,-0.11276999798091618
All Domains,0.653751700680272,0.00037893222602310557,0.29807541047907876,,0.12455763305708283,,,,-0.1924131836556585,
All Domains,0.6521859410430838,0.0003898516609598971,0.2985390753038098,,0.12073414269246234,,,-0.15340473050652143,,
All Domains,0.6892324263038548,0.00037266873589234006,0.2724425881783399,,0.024980868117662793,,0.3480276361577905,,,
All Domains,0.6550408163265306,0.00041159003261919796,0.3243334709050391,,0.038943193825807756,0.16949047940030862,,,,
All Domains,0.6079115646258504,0.0005243297572967178,,,,,,,-0.2459726893641666,0.08132208845068617
All Domains,0.6019092970521542,0.00048604997113156406,,,,,,-0.13384024879561124,,-0.03525436352253336
All Domains,0.609156462585034,0.0004499395806038423,,,,,,-0.04507542430222098,-0.1599368089210139,
All Domains,0.6745487528344671,0.00034554762100733673,,,,,0.4240641450203708,,,-0.19992633473430266
All Domains,0.6786802721088435,0.00034948195274314524,,,,,0.44082168025442076,,-0.2829545761295507,
All Domains,0.6785600907029479,0.0003642635374053099,,,,,0.46919985137840986,-0.30015282323293746,,
All Domains,0.6297097505668934,0.0003867611831457889,,,,0.17223267785148696,,,,-0.11820098494014476
All Domains,0.6459365079365079,0.00040652212251600665,,,,0.16345397740378018,,,-0.1895584442625427,
All Domains,0.6440668934240363,0.00039803146289619433,,,,0.18189518432237609,,-0.17739218576587495,,
All Domains,0.6735068027210884,0.00035835882121942485,,,,0.12598542290438594,0.3594002999437882,,,
All Domains,0.6050827664399093,0.0004939985559064753,,,0.06312795907837608,,,,,-0.11708200586158296
All Domains,0.6316802721088436,0.0004442844553734202,,,0.09287616313093301,,,,-0.2154214916765159,
All Domains,0.6146519274376417,0.0004335665321077934,,,0.09329173749752544,,,-0.18682904972020511,,
All Domains,0.6718390022675738,0.00035132425709309814,,,-0.014594093517930987,,0.3759880275071638,,,
All Domains,0.6087403628117913,0.00044835370908996716,,,-0.0016497674176657207,0.16083301831500538,,,,
All Domains,0.6409931972789116,0.00046147064499687016,0.29852197415146065,,,,,,,-0.08449834364455051
All Domains,0.6410804988662132,0.0003735583643943524,0.28060430392602476,,,,,,-0.15753581476632778,
All Domains,0.6452165532879819,0.0004193712709675036,0.28400846523496026,,,,,-0.11080026958413355,,
All Domains,0.687544217687075,0.00036400681819534595,0.2673487724967581,,,,0.35214140491081325,,,
All Domains,0.6536587301587301,0.0003887861698661073,0.3177749255343153,,,0.1773711304371887,,,,
All Domains,0.6454376417233559,0.00039758073688874655,0.3183017257962766,,0.0744325615450075,,,,,
All Domains,0.5941984126984128,0.00036252530736735026,,,,,,,,-0.09928530340491554
All Domains,0.6124603174603174,0.0005142465471844269,,,,,,,-0.1877142390664109,
All Domains,0.6028707482993197,0.0005791521557889615,,,,,,-0.15175713005686745,,
All Domains,0.6726224489795918,0.000362207280631298,,,,,0.37383342679459763,,,
All Domains,0.6090192743764172,0.0004824793465289019,,,,0.16048720278650097,,,,
All Domains,0.5939149659863946,0.0003740361693898433,,,0.03289129961491141,,,,,
All Domains,0.6434988662131519,0.0004624739040349002,0.3042556953090871,,,,,,,
Within Bail,0.7362292993630573,0.0008330899350286101,,0.6868618496955295,,,,,,
Within Bail,0.661216560509554,0.0009228917645236904,,,-0.026970964410766882,0.05442562422006654,0.4810579573368604,-0.38830366018369417,0.05692760358298055,-0.042909316907984184
Within Bail,0.6883630573248407,0.000919019984403556,0.3324424842890548,,,0.05812625847138493,0.41678176134673156,-0.33181335470788986,0.10541314017201889,-0.11396701477864875
Within Bail,0.68956050955414,0.0009277545100804891,0.34150665306397143,,0.052516658825797875,,0.41298078523027254,-0.3386294823764887,0.08686188072092833,-0.11142150844625517
Within Bail,0.6465286624203823,0.0009993017479781035,0.4167329448382551,,0.0964380476923586,0.07017946200940234,,-0.2518030954827206,0.04345149838412205,-0.09272255597400757
Within Bail,0.6802229299363057,0.0009267492972840262,0.357572307592109,,-0.00046014408841908505,0.04642997806705037,0.37398467085683723,,-0.08318580068689324,-0.10197424734523056
Within Bail,0.690592356687898,0.0009348446638472386,0.3335919888040255,,0.040285323543972115,0.036259052197895277,0.40521494976375433,-0.2949668799234709,,-0.06315647400661818
Within Bail,0.6889235668789808,0.0008901398563353125,0.32586527402260895,,0.026260304459627196,0.037681340164302635,0.40683405357983965,-0.33109171349412664,0.01564410279116658,
Within Bail,0.6666178343949045,0.0009274445484440536,,,,0.0482141079517216,0.47730903132806246,-0.3932936717308625,0.05380289272159079,-0.04638169301337073
Within Bail,0.6660700636942675,0.0008992539675904992,,,-0.012721405180153538,,0.48237021805810826,-0.38513159136038827,0.03835767819046437,-0.030983223881056673
Within Bail,0.5734331210191083,0.0011027413594986118,,,0.03585144086738539,0.07125976961741619,,-0.29511308934900554,-0.036283918814759966,0.01529193720285442
Within Bail,0.6555732484076432,0.0009914971095164645,,,-0.0656804099611283,0.048522909251592146,0.4422350929188178,,-0.16398886069048127,-0.017354532244795624
Within Bail,0.6683248407643312,0.0009405527078167636,,,-0.024334712972279245,0.047635765037290924,0.4765118283624029,-0.36215564362183106,,-0.0118422440527675
Within Bail,0.6664203821656052,0.0008842473285350515,,,-0.02993318024777193,0.0499507145077533,0.47835880370263834,-0.384433002917544,0.02565449412065058,
Within Bail,0.6888216560509555,0.0009172131923567958,0.3318213518407083,,,,0.42159072930697,-0.3262096449315061,0.08349098928961754,-0.09726879239837483
Within Bail,0.6471210191082801,0.0010232043916820223,0.40304064210885626,,,0.09291103442999574,,-0.22943570241781147,0.05074117999708302,-0.07459085645898153
Within Bail,0.68428025477707,0.0009183946133967188,0.3576512997617725,,,0.04632090819800108,0.37392472292907275,,-0.0832784379734273,-0.10204463667409153
Within Bail,0.6889745222929937,0.0009061318889149814,0.32661546956878457,,,0.04517652925793845,0.41139697470194175,-0.2862222012299209,,-0.05478302927724883
Within Bail,0.6889745222929935,0.0008749401330674689,0.3218167220093375,,,0.04389558651928999,0.4111477614905217,-0.3261422613720641,0.020224177255570398,
Within Bail,0.6470509554140128,0.0009317631221262328,0.4189716452632089,,0.1159057621702441,,,-0.25109063968710976,0.01944267597759395,-0.0791794192292093
Within Bail,0.6846114649681528,0.0008769176074125884,0.3587225611760552,,0.011406965585145493,,0.37655101471371016,,-0.0996650048107824,-0.0912037247361026
Within Bail,0.6948917197452229,0.0008747534558687917,0.33591790196951865,,0.050217215354882105,,0.4075557844148344,-0.29966752375098815,,-0.0629895723739324
Within Bail,0.692452229299363,0.0008766867439588293,0.32821140631859463,,0.036847828520295695,,0.4087374585213532,-0.33009992884954686,0.007654860547465083,
Within Bail,0.6413757961783438,0.0009723110270334688,0.42936585709967506,,0.06597050443567645,0.07016354371168132,,,-0.09639375436683909,-0.08148433395685063
Within Bail,0.6540127388535032,0.0009661941846790588,0.4137081222276444,,0.09771368609985484,0.06524807019823278,,-0.2327984910673284,,-0.06924927313349978
Within Bail,0.653216560509554,0.0009720894504113753,0.40525162268378884,,0.08698196657126088,0.06232535016571042,,-0.2472462376874492,-0.02216626329107608,
Within Bail,0.6811783439490445,0.0009139309216485452,0.3666486763359781,,-0.008231815976797402,0.05978942040975722,0.37536471469653215,,,-0.16005958883108679
Within Bail,0.6835859872611464,0.000913768631870708,0.34604121191532944,,-0.008619655859216022,0.035699896183161425,0.3710131239397906,,-0.15392915799842075,
Within Bail,0.692936305732484,0.0008724506123790928,0.3260618928923674,,0.028115810395021985,0.03582165266623811,0.40591783331113723,-0.32077897409651285,,
Within Bail,0.6702420382165606,0.0009037439571093627,,,,,0.48047408356346444,-0.3878431852395252,0.03785579398442395,-0.03354864667022071
Within Bail,0.5719490445859872,0.0011465107002836628,,,,0.07842426952834149,,-0.2864402517842088,-0.030587158628976856,0.019059769851068054
Within Bail,0.6618152866242037,0.0009624962518584515,,,,0.03323254764758067,0.4322396074685603,,-0.1811551800855275,-0.022539519657649682
Within Bail,0.6716050955414011,0.0008624158889553793,,,,0.04235487498806543,0.47325463431453596,-0.36795204865859693,,-0.01655583653746794
Within Bail,0.6734968152866242,0.0009177200969917339,,,,0.042726012714577884,0.47380139887816847,-0.3894989679688988,0.01920306283028026,
Within Bail,0.5807133757961783,0.001196735754582229,,,0.052360127911038265,,,-0.2932086433936124,-0.06043439859744913,0.03253564169720377
Within Bail,0.6606942675159234,0.0009795094944814106,,,-0.05312547758751858,,0.4441665656430539,,-0.17914454347994802,-0.005512859900424176
Within Bail,0.6699044585987262,0.0008978914551129236,,,-0.01212793436013637,,0.4790729357570155,-0.367078702508804,,-0.010197756579529735
Within Bail,0.6723566878980891,0.000902673498214306,,,-0.01590305380027259,,0.48025016523597464,-0.3823778951674326,0.016415025273553898,
Within Bail,0.5381337579617834,0.001180084050974369,,,-0.0003627592799917415,0.0678829652247381,,,-0.20349262301102083,0.03155591851226164
Within Bail,0.5808280254777068,0.0012114320501946424,,,0.03354195313083373,0.07548738432728587,,-0.3112680337084454,,-0.004279886487289966
Within Bail,0.5787579617834394,0.0012000289269788788,,,0.03667071659109648,0.07294131603365468,,-0.2959369925961223,-0.0254672222211973,
Within Bail,0.6470700636942674,0.0009453810778546448,,,-0.08880995146125842,0.07266413019093805,0.44991058969896275,,,-0.1322298215431959
Within Bail,0.6634585987261146,0.0009959731059426453,,,-0.06632962546614711,0.04653083788975279,0.4412119222468744,,-0.17588220368088198,
Within Bail,0.6738407643312102,0.000895848787361318,,,-0.02636779442009866,0.04730618072896809,0.47643068502531527,-0.3669526788433344,,
Within Bail,0.6356942675159235,0.0009400325622641891,0.40071455177285065,,,,,-0.2217379568774743,0.01961680528689162,-0.04841710118459835
Within Bail,0.6895031847133757,0.0008820603693048025,0.35662734827777337,,,,0.3788576014939055,,-0.09844498025423178,-0.08864337582042323
Within Bail,0.6925031847133757,0.000858868331989442,0.32724649084212387,,,,0.41637315809770653,-0.2894280369028561,,-0.05118641234835861
Within Bail,0.6949235668789808,0.0008590602811083857,0.3226246542021817,,,,0.415612029266803,-0.32231358481030487,0.012851181986846996,
Within Bail,0.6411273885350317,0.001010724502574027,0.41917503019450986,,,0.08606561744400429,,,-0.08171803625636663,-0.07069675858016677
Within Bail,0.6506687898089172,0.0010229380223476475,0.3996377120049326,,,0.08754787155903296,,-0.20702342203569649,,-0.046457266446307786
Within Bail,0.650248407643312,0.0010225827288262586,0.39540811130737336,,,0.08425680781601218,,-0.22807444176784888,-0.0033885028798380876,
Within Bail,0.6837006369426751,0.0008594933801131643,0.3683667670103179,,,0.05819482707956547,0.3739417616544747,,,-0.16227814891382786
Within Bail,0.6849554140127389,0.00090595522507687,0.347377572180287,,,0.033721737456759875,0.36939005363380356,,-0.15636390743176376,
Within Bail,0.6939108280254778,0.0009155488883445738,0.321728144867072,,,0.04207147363241947,0.4103678034497018,-0.31206117886799734,,
Within Bail,0.6393885350318471,0.0010080932103285485,0.4307150236659956,,0.08514811678754958,,,,-0.12071677823626231,-0.06628060951414232
Within Bail,0.6530509554140127,0.000980330053599469,0.4174720737275692,,0.1159074455725778,,,-0.24227939745284102,,-0.06874879861612462
Within Bail,0.6525859872611465,0.0010689680133206924,0.40838045409245355,,0.10547810194148666,,,-0.24682904035765546,-0.03501934070701811,
Within Bail,0.6839872611464969,0.0008954147006703597,0.37038120809649916,,0.005513749161062793,,0.37927137410851974,,,-0.16074969313439758
Within Bail,0.6898598726114649,0.0008938743494608598,0.34781588312951767,,0.0010705589208251855,,0.3733617218117503,,-0.16079308875183812,
Within Bail,0.696108280254777,0.000904226054088285,0.3282444041889372,,0.037542734145884604,,0.40823091725891525,-0.3249839326344341,,
Within Bail,0.640343949044586,0.0009599797394891237,0.44083810576942356,,0.05479861924735968,0.08501427089044132,,,,-0.14774878990311804
Within Bail,0.6462101910828025,0.0010076385209691065,0.41901292148087255,,0.05898153954874162,0.062392872550835,,,-0.15206193655079672,
Within Bail,0.6561719745222929,0.0009852365837869162,0.40534889779544064,,0.0839668404854679,0.06470368626114108,,-0.26200307269189504,,
Within Bail,0.6761464968152866,0.0009362099604292188,0.35486268777613234,,-0.0521336430384085,0.05904367632872356,0.36880196012159405,,,
Within Bail,0.581656050955414,0.00112951052676103,,,,,,-0.2792766152667355,-0.05543663449241671,0.041106580974908206
Within Bail,0.667484076433121,0.0009806161759909444,,,,,0.43524600106805783,,-0.18983827334698952,-0.01361700942415287
Within Bail,0.676732484076433,0.0008463347279708599,,,,,0.47726933472372557,-0.36987847859182044,,-0.012900502743219888
Within Bail,0.6780891719745223,0.0008765622437503345,,,,,0.47757402977373703,-0.38549154678337477,0.013406058780837816,
Within Bail,0.5461783439490445,0.0009957502285133973,,,,0.06780561854502684,,,-0.2036092897550656,0.031525096360638806
Within Bail,0.5829936305732483,0.0011257561022847017,,,,0.08163366763431676,,-0.3006578600084413,,0.0021346369140697687
Within Bail,0.5796751592356688,0.0011683787188602533,,,,0.08074308366069355,,-0.2872331805890716,-0.016854216591101857,
Within Bail,0.6535859872611466,0.0008966435500747362,,,,0.05471261538912626,0.43847685907399025,,,-0.15631499070994992
Within Bail,0.669764331210191,0.0008976023085275712,,,,0.03060061915958526,0.430699406949704,,-0.19684972393314337,
Within Bail,0.6790445859872611,0.0009088048944019942,,,,0.0413023649901852,0.4727132815164351,-0.37559140959908777,,
Within Bail,0.54556050955414,0.0010744724171489585,,,0.015034480131281221,,,,-0.22573174083904565,0.048106138893754875
Within Bail,0.5906369426751592,0.0012944894927945263,,,0.05003060690412281,,,-0.3211780911633062,,0.0006419230005031676
Within Bail,0.5896942675159236,0.001169253539185199,,,0.055026224454403194,,,-0.2949462168841228,-0.0380814996422801,
Within Bail,0.6545796178343949,0.000899591880694178,,,-0.07252645075291389,,0.45441397241395604,,,-0.1300732089134543
Within Bail,0.6671719745222929,0.0009557536551287996,,,-0.05353579255625695,,0.4437939362333956,,-0.18280965133294766,
Within Bail,0.6774713375796177,0.0008578501899340748,,,-0.014008442534637608,,0.4789605142222124,-0.37114023864547524,,
Within Bail,0.506968152866242,0.0012420740022803403,,,-0.03251027971897905,0.09855274392321813,,,,-0.10795077455600002
Within Bail,0.5465541401273886,0.001179235259318162,,,0.001110721667498889,0.07141493513258895,,,-0.1821313618743027,
Within Bail,0.5887834394904458,0.001134867149134842,,,0.032861982361441305,0.07529208605675848,,-0.3130752686434853,,
Within Bail,0.6630254777070063,0.0009263767519165543,,,-0.12267287935378011,0.06771608738733531,0.4422152863395024,,,
Within Bail,0.6352611464968152,0.0010117877506737197,0.4160189783966637,,,,,,-0.10720749752690205,-0.04549009377064553
Within Bail,0.6380764331210191,0.0009387082144803996,0.39941082424166996,,,,,-0.2129464537359718,,-0.03772909933537503
Within Bail,0.6391783439490446,0.0009194204226424252,0.39568603411980796,,,,,-0.2210842820620837,-0.01476294613844463,
Within Bail,0.6912547770700637,0.0008832744187346799,0.36922216099112687,,,,0.38031554019047653,,,-0.1590846694389947
Within Bail,0.6931019108280254,0.0008767732698752843,0.34761803452099366,,,,0.3736202733902281,,-0.16050020843658025,
Within Bail,0.6957197452229299,0.000863107347561517,0.3225464073699793,,,,0.4150338185161999,-0.31339875227537334,,
Within Bail,0.6414394904458598,0.0010076302388007158,0.43023941039517843,,,0.09648470384605716,,,,-0.1304171003501791
